,X,Y
0,640.4006799179942,1825.3038827695227
1,880.1828941497353,4107.293405953858
2,92.0002730692388,553.3969247699258
3,878.3597850925759,2408.3691212414296
4,712.5558895946793,2704.420255567127
5,503.47053527617174,2238.2057624281683
6,935.4259892817929,3115.6519908092387
7,307.42856455253104,-407.0501196322566
8,623.1877258374952,3568.05247071538
9,428.8523855719192,1770.6364577587428
10,157.89772672470562,2561.003750806546
11,750.2913490106578,1898.3680004706296
12,554.2489240726285,1770.202049424796
13,678.9878642802566,2245.5660364382625
14,790.6964861403993,813.0890950551075
15,164.6128308859213,-508.12515918270094
16,371.64062073456154,1636.870588361331
17,784.5048794284667,1838.8600791217034
18,446.7792117022792,1651.406874522652
19,407.51438196717396,958.4187695011476
20,208.66864215402006,-457.0872978561656
21,461.8046897771539,1838.9574764388399
22,668.7465888002181,1386.2292660627063
23,620.2268054603904,-133.8030655579155
24,94.14893355026626,-1383.00917958933
25,183.76875951104748,1657.180293306302
26,222.39880704038808,2008.0121933753594
27,99.80406441404048,950.9681423388737
28,235.0439546589344,1362.8851531042246
29,565.3770353834892,3134.1991206209755
30,182.71631611539888,444.0965808960446
31,673.1232776750669,2087.284882967033
32,597.754794235025,3547.565203434803
33,902.8896238324099,2567.151188326383
34,939.5826008789704,4467.287652065727
35,326.2049210606906,-406.58696520720036
36,356.1431320351373,-148.91684230514102
37,560.9001741537493,2414.861350402497
38,800.0354207498315,1409.8749132245089
39,313.61399366201596,1455.2523285663808
40,465.82582465091025,3444.6570417378334
41,391.118370307263,979.8166641876742
42,-24.704034116341322,-1015.7228854634249
43,475.9593570454168,2151.4201800572146
44,495.7213507360432,1500.7547730547658
45,163.77561744596662,28.352836295275665
46,183.24931840315756,44.26536240266819
47,666.3460223119494,262.63143674948765
48,677.0723229080324,2099.60633778152
49,923.3054274251292,3370.3796808544057
50,727.3086020395325,1126.1302348992199
51,281.67077059843973,-1246.5797585255066
52,616.3500948719047,3466.8056428423934
53,417.3034217369371,1886.4640042097826
54,448.81075002740596,631.0823346838466
55,812.5771892067215,850.8022625426199
56,-11.470212228653033,1220.3039807497653
57,347.0997642032533,352.9876815912128
58,390.0119998410509,2154.0557398649053
59,695.6456429189988,4415.783140215856
60,25.463514816192173,-2090.135811701325
61,500.8039618423513,1616.52467251791
62,809.4489427899889,1830.16456385609
63,466.9736766031738,1453.725059460658
64,23.65004334567604,1922.0775016520524
65,664.2611767185571,2034.615167780102
66,413.3379747407673,153.2374491192213
67,660.0629724635262,-552.7357653530805
68,869.5696131874695,3642.289947338273
69,251.95211311473446,-540.8524157203119
70,893.142071356404,2934.371843706481
71,698.0057845320049,2120.784091167783
72,472.7194877515527,1217.1586596798938
73,725.3802499494582,2797.0005727614607
74,237.39674671609248,1327.1172941504028
75,292.93729587794377,2270.8475015116105
76,173.4349924852157,-2184.309010975521
77,910.4387566316367,3282.5816814874906
78,233.6130329095514,723.8844401715628
79,-26.175630112297355,1134.10476706936
80,640.8608246941765,3418.884494755964
81,456.83248971126784,1286.6477494194569
82,201.7395572453064,1285.5047198733564
83,782.8785985824103,3148.4194493829978
84,916.4296089448718,3098.3647507114006
85,522.1911786899244,1701.4001853951345
86,227.0645943139607,1257.316170836738
87,133.65336414060707,-299.65892604424755
88,285.825968662627,930.7314634758773
89,851.5623137399747,943.1049468376088
90,597.8788919861639,1634.930922657573
91,531.1683821428277,2375.947752255376
92,872.1198652929436,1948.2535567175646
93,-20.058280562590248,-1439.6873724005443
94,336.0412750634954,-310.88759830888614
95,-29.066670655203364,13.348755278264107
96,538.7633935670309,2292.637031419889
97,130.16883276799823,3347.273960010923
98,524.121959663734,2271.6118708789863
99,911.6927258145844,3283.8105186189614
