,X,Y
0,321.92851386545000,4940.493380539280
1,27.036362955269100,-477.25149595612600
2,246.57210300707200,4729.803400386100
3,60.695158193036900,1609.037416150750
4,145.73330950036800,3121.435280503160
5,555.4196555770820,10357.168053631600
6,568.046132983955,9566.803958268950
7,657.4971711219150,13627.098931462600
8,536.1816933018770,10128.87295116560
9,76.50686209076270,1625.5932719255100
10,695.8166310759700,11986.119666069500
11,858.917770768626,17016.57756762210
12,76.91646974613840,1299.172309766480
13,-43.24699397991790,-772.3114067488730
14,501.0404525736780,7842.223398024970
15,89.6747630767934,3089.5852333318400
16,694.9908325605250,13811.170947949100
17,852.7932456210240,14216.02423347670
18,110.76433726641900,2172.9838458935700
19,584.4302781797400,10734.697095274800
20,880.4462839088840,16850.454892384500
21,416.9141966066680,9057.289471605460
22,913.7373681899270,16643.295162036800
23,443.5192834429900,8278.83068691622
24,647.0216698277890,12817.137009808200
25,747.7536037060300,15022.701664593800
26,-5.012077712579790,631.8980690670000
27,283.3051985805020,7874.575292199820
28,282.547063964864,3775.8745253773900
29,422.09853378492700,6145.53241996999
30,527.7158166057430,11719.797844516500
31,822.6392639493520,15432.61537477040
32,372.4600285051080,7458.1384360079100
33,915.2638016741360,15279.543040704800
34,155.02358445598800,1908.0269601256300
35,691.7178833188910,14280.899202582400
36,598.4277914261620,10396.69643171020
37,92.22010628987050,1743.7474522871600
38,134.86086498300900,2429.6910038087300
39,573.2598348196000,10626.431456041100
40,572.0460309417930,13707.119742189000
41,238.29306491779000,4182.369544731180
42,574.3686060130730,10276.47747542870
43,696.0056024903590,13926.72953956360
44,136.350252763527,3736.567765046570
45,649.8960125926510,12160.477977741600
46,289.26551595431400,7007.931269414580
47,141.89127500901900,1686.261390309060
48,755.1017142659130,14298.25860707060
49,947.7945505870690,19485.05190459050
50,501.5868202662920,10328.691052595000
51,166.06334301841600,5143.8531163743
52,728.0112644888990,15019.462781528300
53,715.3876699890420,11743.98751295880
54,907.703610769766,17681.293186793500
55,475.77704453535800,6895.448739369360
56,632.2946602884850,11455.283129655500
57,530.8923117300450,12410.089428490400
58,936.5659369308510,16781.949589466800
59,890.7807932561730,16333.895418536600
60,12.002496115096900,653.0587948696540
61,121.25275412741900,2707.3723598516100
62,300.83815789339500,5405.5336379216800
63,711.4456388419330,14016.577953742800
64,907.3514102262030,17570.52733922870
65,-7.962543977975200,-34.03986588417770
66,338.38640332882600,7003.8861488780500
67,791.0563653465860,14475.379867474400
68,495.41107517120300,11010.687603944300
69,14.999567917740700,339.0694287202440
70,570.0503775135650,11663.418418560600
71,338.03414391936700,7699.284295969940
72,94.8874715189512,726.3133049075810
73,605.7652286257260,10668.122401752200
74,24.810312043493900,281.6749428007970
75,769.8580087347270,14311.532245580400
76,274.3185683073910,3130.1336817474500
77,630.4201214786630,10929.361937348500
78,312.2178376997120,5344.885278777990
79,473.3524295511320,9219.571310083580
80,809.25856632102,15711.16160528120
81,859.5042703183040,15394.439658074800
82,8.892389940581770,848.1221377047800
83,723.8554496195200,15551.162515752600
84,-31.93427513855370,-761.400753971894
85,15.48887607619670,800.6924698313580
86,387.07873120191800,6761.697745601590
87,762.3520547849970,14473.978321031800
88,-8.412503157626050,-777.6700257370460
89,619.2607253031940,9384.413434989970
90,66.2053278806121,46.1319931780688
91,418.19928903467400,6726.718029046560
92,757.6036953897350,14074.240380824500
93,298.1102830736200,6373.028009503480
94,88.50288535181910,360.47202853061100
95,202.53540794007300,1747.4484904323200
96,642.0659894811560,13580.354598523900
97,756.970705623168,15372.129169675200
98,921.8516016840850,17484.133492752200
99,13.75575656667170,-837.4111435675670
